Thu Feb  5 12:47:38 2026,88.8111,0.234666
Thu Feb  5 12:50:04 2026,88.8618,0.2348
Thu Feb  5 12:50:19 2026,88.8771,0.23484
Thu Feb  5 13:03:24 2026,88.9142,0.234938
Thu Feb  5 13:10:07 2026,88.8671,0.234814
Thu Feb  5 13:20:58 2026,88.8121,0.234668
